dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
org.apache.avro:avro,org.slf4j:slf4j-api,88,123,1414,0.72,0.06,0.72
javax.xml.bind:jaxb-api,org.springframework:spring-jdbc,42,304,219,0.14,0.19,0.19
org.projectlombok:lombok,org.springframework.boot:spring-boot-starter-test,52,434,128,0.12,0.41,0.41
org.slf4j:jcl-over-slf4j,org.springframework:spring-web,94,311,292,0.3,0.32,0.32
org.assertj:assertj-core,org.eclipse.jetty:jetty-webapp,26,454,166,0.06,0.16,0.16
commons-fileupload:commons-fileupload,org.apache.httpcomponents:httpmime,44,240,143,0.18,0.31,0.31
io.springfox:springfox-swagger-ui,org.springframework:spring-beans,20,130,256,0.15,0.08,0.15
io.springfox:springfox-swagger-ui,org.apache.curator:curator-recipes,23,130,131,0.18,0.18,0.18
javax.servlet:servlet-api,org.yaml:snakeyaml,31,266,268,0.12,0.12,0.12
org.apache.poi:poi-ooxml,org.hamcrest:hamcrest-all,17,145,237,0.12,0.07,0.12
com.h2database:h2,org.slf4j:log4j-over-slf4j,39,360,122,0.11,0.32,0.32
org.apache.commons:commons-collections4,org.openjdk.jmh:jmh-core,20,233,215,0.09,0.09,0.09
commons-io:commons-io,jakarta.xml.bind:jakarta.xml.bind-api,71,1050,114,0.07,0.62,0.62
org.javassist:javassist,org.springframework:spring-expression,24,227,115,0.11,0.21,0.21
cglib:cglib,io.springfox:springfox-swagger-ui,14,134,130,0.1,0.11,0.11
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.hibernate.validator:hibernate-validator,18,143,102,0.13,0.18,0.18
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.springframework.boot:spring-boot-starter-web,8,143,140,0.06,0.06,0.06
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.commons:commons-csv,18,143,130,0.13,0.14,0.14
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.logging.log4j:log4j-core,40,143,387,0.28,0.1,0.28
com.alibaba:fastjson,org.scala-lang:scala-library,14,335,173,0.04,0.08,0.08
org.apache.commons:commons-csv,org.slf4j:jul-to-slf4j,15,130,152,0.12,0.1,0.12
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.hibernate.validator:hibernate-validator,14,124,102,0.11,0.14,0.14
org.codehaus.groovy:groovy-all,org.testcontainers:testcontainers,10,117,116,0.09,0.09,0.09
javax.annotation:javax.annotation-api,org.projectlombok:lombok,34,243,434,0.14,0.08,0.14
javax.annotation:javax.annotation-api,org.junit.jupiter:junit-jupiter-params,31,243,169,0.13,0.18,0.18
org.slf4j:slf4j-jdk14,org.testng:testng,20,107,288,0.19,0.07,0.19
com.thoughtworks.xstream:xstream,org.json:json,21,128,228,0.16,0.09,0.16
io.netty:netty-handler,org.glassfish.jaxb:jaxb-runtime,20,119,145,0.17,0.14,0.17
org.aspectj:aspectjweaver,org.codehaus.jackson:jackson-mapper-asl,28,170,154,0.16,0.18,0.18
org.apache.commons:commons-lang3,org.postgresql:postgresql,128,987,245,0.13,0.52,0.52
org.apache.commons:commons-lang3,org.slf4j:log4j-over-slf4j,75,987,122,0.08,0.61,0.61
org.eclipse.jetty:jetty-webapp,org.springframework:spring-web,49,166,292,0.3,0.17,0.3
org.eclipse.jetty:jetty-webapp,org.testng:testng,26,166,288,0.16,0.09,0.16
org.apache.curator:curator-framework,org.springframework:spring-orm,10,121,126,0.08,0.08,0.08
com.google.code.findbugs:jsr305,org.glassfish.jaxb:jaxb-runtime,28,323,145,0.09,0.19,0.19
commons-configuration:commons-configuration,org.slf4j:jul-to-slf4j,19,149,152,0.13,0.13,0.13
org.apache.derby:derby,org.quartz-scheduler:quartz,22,102,143,0.22,0.15,0.22
javax.servlet:jstl,org.bouncycastle:bcpkix-jdk15on,6,124,154,0.05,0.04,0.05
org.apache.httpcomponents:httpmime,org.mybatis:mybatis,13,143,125,0.09,0.1,0.1
commons-httpclient:commons-httpclient,javax.mail:mail,36,140,157,0.26,0.23,0.26
com.beust:jcommander,org.apache.commons:commons-compress,21,100,239,0.21,0.09,0.21
com.fasterxml.jackson.core:jackson-databind,javax.servlet.jsp:jsp-api,47,841,105,0.06,0.45,0.45
com.squareup.okhttp3:okhttp,org.ow2.asm:asm,20,233,180,0.09,0.11,0.11
ch.qos.logback:logback-core,org.slf4j:slf4j-simple,34,225,382,0.15,0.09,0.15
com.fasterxml.jackson.core:jackson-annotations,javax.ws.rs:javax.ws.rs-api,66,447,137,0.15,0.48,0.48
com.fasterxml.jackson.core:jackson-annotations,org.mybatis.spring.boot:mybatis-spring-boot-starter,17,447,145,0.04,0.12,0.12
org.postgresql:postgresql,org.springframework:spring-webmvc,33,245,264,0.13,0.13,0.13
javax.servlet:javax.servlet-api,org.elasticsearch:elasticsearch,38,491,122,0.08,0.31,0.31
javax.servlet:javax.servlet-api,org.apache.commons:commons-text,51,491,183,0.1,0.28,0.28
javax.servlet:javax.servlet-api,org.postgresql:postgresql,78,491,245,0.16,0.32,0.32
javax.inject:javax.inject,org.hamcrest:hamcrest-all,28,186,237,0.15,0.12,0.15
javax.inject:javax.inject,org.eclipse.jetty:jetty-util,27,186,113,0.15,0.24,0.24
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.apache.commons:commons-collections4,22,110,233,0.2,0.09,0.2
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.apache.derby:derby,8,110,102,0.07,0.08,0.08
org.apache.ant:ant,org.apache.httpcomponents:httpclient,52,152,680,0.34,0.08,0.34
org.apache.ant:ant,org.apache.logging.log4j:log4j-slf4j-impl,13,152,242,0.09,0.05,0.09
org.springframework:spring-aop,redis.clients:jedis,29,180,183,0.16,0.16,0.16
org.antlr:antlr4-runtime,org.codehaus.jackson:jackson-mapper-asl,11,109,154,0.1,0.07,0.1
org.antlr:antlr4-runtime,org.apache.curator:curator-framework,11,109,121,0.1,0.09,0.1
org.hamcrest:hamcrest-core,org.springframework:spring-web,33,216,292,0.15,0.11,0.15
com.fasterxml.jackson.core:jackson-core,io.springfox:springfox-swagger-ui,33,532,130,0.06,0.25,0.25
com.sun.xml.bind:jaxb-impl,org.apache.commons:commons-collections4,31,160,233,0.19,0.13,0.19
com.sun.xml.bind:jaxb-impl,org.eclipse.jetty:jetty-util,17,160,113,0.11,0.15,0.15
org.eclipse.jetty:jetty-servlet,org.testng:testng,40,202,288,0.2,0.14,0.2
com.google.inject:guice,org.hamcrest:hamcrest-all,24,192,237,0.13,0.1,0.13
org.springframework:spring-jdbc,org.springframework:spring-tx,126,219,172,0.58,0.73,0.73
org.junit.jupiter:junit-jupiter-api,org.springframework:spring-core,36,286,339,0.13,0.11,0.13
org.mockito:mockito-all,org.mockito:mockito-core,72,368,916,0.2,0.08,0.2
com.googlecode.json-simple:json-simple,org.codehaus.jackson:jackson-mapper-asl,29,154,154,0.19,0.19,0.19
com.googlecode.json-simple:json-simple,org.scala-lang:scala-library,16,154,173,0.1,0.09,0.1
jakarta.xml.bind:jakarta.xml.bind-api,org.junit.jupiter:junit-jupiter-engine,26,114,334,0.23,0.08,0.23
com.jayway.jsonpath:json-path,javax.activation:activation,10,129,107,0.08,0.09,0.09
commons-codec:commons-codec,io.netty:netty-all,87,596,226,0.15,0.38,0.38
org.apache.logging.log4j:log4j-core,org.junit.vintage:junit-vintage-engine,34,387,119,0.09,0.29,0.29
mysql:mysql-connector-java,org.apache.commons:commons-compress,67,537,239,0.12,0.28,0.28
org.apache.hadoop:hadoop-common,org.codehaus.jackson:jackson-core-asl,26,140,100,0.19,0.26,0.26
com.google.code.gson:gson,org.apache.commons:commons-csv,63,666,130,0.09,0.48,0.48
net.java.dev.jna:jna,org.codehaus.groovy:groovy-all,13,160,117,0.08,0.11,0.11
net.java.dev.jna:jna,org.slf4j:log4j-over-slf4j,11,160,122,0.07,0.09,0.09
org.slf4j:slf4j-api,org.springframework:spring-core,247,1414,339,0.17,0.73,0.73
io.springfox:springfox-swagger2,org.eclipse.jetty:jetty-webapp,3,143,166,0.02,0.02,0.02
io.springfox:springfox-swagger2,javax.activation:activation,7,143,107,0.05,0.07,0.07
org.slf4j:log4j-over-slf4j,org.springframework:spring-context,43,122,435,0.35,0.1,0.35
org.apache.maven:maven-core,org.postgresql:postgresql,21,193,245,0.11,0.09,0.11
com.google.guava:guava,org.jsoup:jsoup,113,1193,232,0.09,0.49,0.49
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.mybatis:mybatis,30,145,125,0.21,0.24,0.24
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.springframework:spring-core,21,145,339,0.14,0.06,0.14
com.google.protobuf:protobuf-java,org.apache.poi:poi,14,268,139,0.05,0.1,0.1
org.springframework:spring-orm,org.springframework:spring-test,104,126,339,0.83,0.31,0.83
javax.activation:activation,javax.mail:mail,26,107,157,0.24,0.17,0.24
javax.activation:activation,org.slf4j:slf4j-log4j12,36,107,521,0.34,0.07,0.34
javax.xml.bind:jaxb-api,org.hsqldb:hsqldb,46,304,197,0.15,0.23,0.23
javax.xml.bind:jaxb-api,redis.clients:jedis,30,304,183,0.1,0.16,0.16
org.hsqldb:hsqldb,org.openjdk.jmh:jmh-generator-annprocess,16,197,201,0.08,0.08,0.08
org.aspectj:aspectjrt,org.springframework:spring-web,46,111,292,0.41,0.16,0.41
org.aspectj:aspectjrt,org.openjdk.jmh:jmh-generator-annprocess,6,111,201,0.05,0.03,0.05
commons-validator:commons-validator,org.slf4j:jcl-over-slf4j,27,107,311,0.25,0.09,0.25
commons-io:commons-io,log4j:log4j,228,1050,487,0.22,0.47,0.47
com.zaxxer:HikariCP,org.springframework:spring-context,46,147,435,0.31,0.11,0.31
org.junit.jupiter:junit-jupiter-params,org.springframework.boot:spring-boot-starter-web,9,169,140,0.05,0.06,0.06
org.junit.jupiter:junit-jupiter-params,org.slf4j:slf4j-api,93,169,1414,0.55,0.07,0.55
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.httpcomponents:httpclient,66,143,680,0.46,0.1,0.46
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.lucene:lucene-core,14,143,137,0.1,0.1,0.1
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,com.fasterxml.jackson.datatype:jackson-datatype-jsr310,42,143,110,0.29,0.38,0.38
commons-cli:commons-cli,org.junit.jupiter:junit-jupiter-engine,45,376,334,0.12,0.13,0.13
org.springframework:spring-context-support,org.yaml:snakeyaml,27,155,268,0.17,0.1,0.17
javax.mail:mail,org.quartz-scheduler:quartz,32,157,143,0.2,0.22,0.22
org.apache.lucene:lucene-core,org.junit.jupiter:junit-jupiter-params,8,137,169,0.06,0.05,0.06
org.apache.lucene:lucene-core,org.awaitility:awaitility,13,137,161,0.09,0.08,0.09
com.thoughtworks.xstream:xstream,org.powermock:powermock-module-junit4,15,128,203,0.12,0.07,0.12
com.thoughtworks.xstream:xstream,org.apache.avro:avro,13,128,123,0.1,0.11,0.11
com.google.code.findbugs:jsr305,javax.servlet.jsp:jsp-api,13,323,105,0.04,0.12,0.12
javax.ws.rs:javax.ws.rs-api,org.apache.zookeeper:zookeeper,21,137,193,0.15,0.11,0.15
org.hamcrest:hamcrest-all,org.powermock:powermock-module-junit4,32,237,203,0.14,0.16,0.16
commons-httpclient:commons-httpclient,org.junit.jupiter:junit-jupiter-engine,13,140,334,0.09,0.04,0.09
com.beust:jcommander,org.bouncycastle:bcprov-jdk15on,16,100,196,0.16,0.08,0.16
com.jcraft:jsch,org.apache.commons:commons-collections4,21,103,233,0.2,0.09,0.2
com.fasterxml.jackson.core:jackson-databind,org.springframework.boot:spring-boot-starter-web,78,841,140,0.09,0.56,0.56
org.apache.commons:commons-text,org.eclipse.jetty:jetty-util,26,183,113,0.14,0.23,0.23
com.squareup.okhttp3:okhttp,org.easymock:easymock,9,233,179,0.04,0.05,0.05
ch.qos.logback:logback-core,org.antlr:antlr4-runtime,13,225,109,0.06,0.12,0.12
com.fasterxml.jackson.core:jackson-annotations,org.apache.zookeeper:zookeeper,73,447,193,0.16,0.38,0.38
com.fasterxml.jackson.core:jackson-annotations,org.antlr:antlr4-runtime,34,447,109,0.08,0.31,0.31
com.fasterxml.jackson.core:jackson-annotations,org.springframework:spring-test,102,447,339,0.23,0.3,0.3
org.postgresql:postgresql,org.powermock:powermock-module-junit4,38,245,203,0.16,0.19,0.19
javax.servlet.jsp:jsp-api,org.mockito:mockito-core,32,105,916,0.3,0.03,0.3
javax.inject:javax.inject,org.apache.maven:maven-artifact,21,186,125,0.11,0.17,0.17
org.apache.ant:ant,org.springframework:spring-expression,13,152,115,0.09,0.11,0.11
org.hamcrest:hamcrest-core,org.springframework.security:spring-security-web,14,216,101,0.06,0.14,0.14
org.scala-lang:scala-library,org.testng:testng,25,173,288,0.14,0.09,0.14
com.fasterxml.jackson.core:jackson-core,org.codehaus.groovy:groovy-all,42,532,117,0.08,0.36,0.36
org.eclipse.jetty:jetty-servlet,org.quartz-scheduler:quartz,34,202,143,0.17,0.24,0.24
org.mockito:mockito-all,org.testng:testng,57,368,288,0.15,0.2,0.2
joda-time:joda-time,org.apache.maven:maven-core,30,380,193,0.08,0.16,0.16
com.googlecode.json-simple:json-simple,commons-validator:commons-validator,22,154,107,0.14,0.21,0.21
com.googlecode.json-simple:json-simple,org.mongodb:mongo-java-driver,24,154,119,0.16,0.2,0.2
org.junit.jupiter:junit-jupiter-engine,org.springframework.security:spring-security-web,15,334,101,0.04,0.15,0.15
org.junit.jupiter:junit-jupiter-engine,org.mongodb:mongo-java-driver,13,334,119,0.04,0.11,0.11
org.junit.jupiter:junit-jupiter-engine,org.quartz-scheduler:quartz,18,334,143,0.05,0.13,0.13
org.junit.jupiter:junit-jupiter,org.slf4j:slf4j-log4j12,18,153,521,0.12,0.03,0.12
org.easymock:easymock,org.javassist:javassist,34,179,227,0.19,0.15,0.19
org.apache.commons:commons-pool2,org.apache.curator:curator-framework,15,118,121,0.13,0.12,0.13
net.java.dev.jna:jna,org.mockito:mockito-junit-jupiter,14,160,116,0.09,0.12,0.12
javax.activation:activation,org.scala-lang:scala-library,13,107,173,0.12,0.08,0.12
org.apache.avro:avro,org.apache.httpcomponents:httpmime,13,123,143,0.11,0.09,0.11
org.slf4j:jcl-over-slf4j,org.springframework:spring-core,100,311,339,0.32,0.29,0.32
commons-fileupload:commons-fileupload,commons-io:commons-io,181,240,1050,0.75,0.17,0.75
org.freemarker:freemarker,org.springframework:spring-tx,23,153,172,0.15,0.13,0.15
org.apache.poi:poi-ooxml,org.testng:testng,16,145,288,0.11,0.06,0.11
com.h2database:h2,org.springframework:spring-core,90,360,339,0.25,0.27,0.27
commons-validator:commons-validator,log4j:log4j,34,107,487,0.32,0.07,0.32
cglib:cglib,javax.servlet.jsp:jsp-api,23,134,105,0.17,0.22,0.22
org.junit.jupiter:junit-jupiter-params,org.projectlombok:lombok,38,169,434,0.22,0.09,0.22
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.junit.jupiter:junit-jupiter-params,23,143,169,0.16,0.14,0.16
org.mongodb:mongo-java-driver,org.springframework:spring-web,26,119,292,0.22,0.09,0.22
commons-cli:commons-cli,org.freemarker:freemarker,25,376,153,0.07,0.16,0.16
commons-cli:commons-cli,org.apache.commons:commons-text,50,376,183,0.13,0.27,0.27
org.hibernate:hibernate-validator,org.mockito:mockito-core,54,148,916,0.36,0.06,0.36
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.apache.maven:maven-plugin-api,26,124,264,0.21,0.1,0.21
commons-net:commons-net,org.junit.jupiter:junit-jupiter-api,21,128,286,0.16,0.07,0.16
javax.mail:mail,redis.clients:jedis,25,157,183,0.16,0.14,0.16
com.thoughtworks.xstream:xstream,org.apache.lucene:lucene-core,21,128,137,0.16,0.15,0.16
org.hibernate:hibernate-core,org.springframework.boot:spring-boot-starter-web,20,189,140,0.11,0.14,0.14
com.google.code.findbugs:jsr305,com.h2database:h2,55,323,360,0.17,0.15,0.17
com.google.code.findbugs:jsr305,org.eclipse.jetty:jetty-util,34,323,113,0.11,0.3,0.3
ch.qos.logback:logback-classic,mysql:mysql-connector-java,171,703,537,0.24,0.32,0.32
org.apache.velocity:velocity,org.jsoup:jsoup,22,124,232,0.18,0.09,0.18
org.apache.velocity:velocity,org.mockito:mockito-core,40,124,916,0.32,0.04,0.32
org.apache.velocity:velocity,org.junit.jupiter:junit-jupiter,6,124,153,0.05,0.04,0.05
org.codehaus.jackson:jackson-core-asl,org.easymock:easymock,18,100,179,0.18,0.1,0.18
org.codehaus.jackson:jackson-core-asl,org.testcontainers:testcontainers,6,100,116,0.06,0.05,0.06
javax.ws.rs:javax.ws.rs-api,org.hibernate:hibernate-validator,20,137,148,0.15,0.14,0.15
javax.ws.rs:javax.ws.rs-api,javax.xml.bind:jaxb-api,44,137,304,0.32,0.14,0.32
org.hamcrest:hamcrest-all,org.postgresql:postgresql,36,237,245,0.15,0.15,0.15
org.mockito:mockito-core,org.slf4j:slf4j-jdk14,44,916,107,0.05,0.41,0.41
org.mockito:mockito-core,org.slf4j:jul-to-slf4j,83,916,152,0.09,0.55,0.55
org.mockito:mockito-core,org.openjdk.jmh:jmh-core,89,916,215,0.1,0.41,0.41
org.slf4j:jul-to-slf4j,org.springframework:spring-webmvc,25,152,264,0.16,0.09,0.16
org.apache.derby:derby,org.scala-lang:scala-library,21,102,173,0.21,0.12,0.21
commons-httpclient:commons-httpclient,org.apache.commons:commons-pool2,11,140,118,0.08,0.09,0.09
com.beust:jcommander,org.freemarker:freemarker,7,100,153,0.07,0.05,0.07
com.beust:jcommander,org.hibernate:hibernate-entitymanager,4,100,108,0.04,0.04,0.04
com.jcraft:jsch,org.reflections:reflections,18,103,173,0.17,0.1,0.17
com.fasterxml.jackson.core:jackson-databind,org.assertj:assertj-core,139,841,454,0.17,0.31,0.31
org.apache.commons:commons-text,org.hibernate:hibernate-validator,15,183,148,0.08,0.1,0.1
org.apache.commons:commons-text,org.openjdk.jmh:jmh-core,28,183,215,0.15,0.13,0.15
org.apache.commons:commons-text,org.glassfish.jaxb:jaxb-runtime,32,183,145,0.17,0.22,0.22
com.squareup.okhttp3:okhttp,org.apache.commons:commons-pool2,16,233,118,0.07,0.14,0.14
ch.qos.logback:logback-core,org.springframework:spring-jdbc,36,225,219,0.16,0.16,0.16
org.postgresql:postgresql,org.slf4j:jcl-over-slf4j,55,245,311,0.22,0.18,0.22
org.postgresql:postgresql,xerces:xercesImpl,30,245,111,0.12,0.27,0.27
javax.servlet:javax.servlet-api,org.codehaus.groovy:groovy-all,47,491,117,0.1,0.4,0.4
javax.servlet:javax.servlet-api,org.apache.commons:commons-lang3,229,491,987,0.47,0.23,0.47
org.codehaus.plexus:plexus-utils,org.openjdk.jmh:jmh-generator-annprocess,16,144,201,0.11,0.08,0.11
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.yaml:snakeyaml,31,110,268,0.28,0.12,0.28
org.apache.ant:ant,org.apache.httpcomponents:httpmime,15,152,143,0.1,0.1,0.1
org.apache.ant:ant,org.apache.curator:curator-recipes,6,152,131,0.04,0.05,0.05
org.apache.ant:ant,org.apache.maven:maven-core,40,152,193,0.26,0.21,0.26
commons-beanutils:commons-beanutils,org.apache.commons:commons-collections4,80,282,233,0.28,0.34,0.34
commons-beanutils:commons-beanutils,org.springframework:spring-tx,54,282,172,0.19,0.31,0.31
commons-beanutils:commons-beanutils,org.junit.vintage:junit-vintage-engine,19,282,119,0.07,0.16,0.16
org.scala-lang:scala-library,org.springframework:spring-tx,16,173,172,0.09,0.09,0.09
com.fasterxml.jackson.core:jackson-core,org.springframework.security:spring-security-web,46,532,101,0.09,0.46,0.46
org.apache.logging.log4j:log4j-slf4j-impl,org.hibernate:hibernate-validator,15,242,148,0.06,0.1,0.1
com.google.inject:guice,org.springframework:spring-context,41,192,435,0.21,0.09,0.21
com.google.inject:guice,com.squareup.okhttp3:okhttp,15,192,233,0.08,0.06,0.08
org.bouncycastle:bcpkix-jdk15on,org.postgresql:postgresql,30,154,245,0.19,0.12,0.19
org.springframework.boot:spring-boot-starter-test,org.springframework:spring-webmvc,27,128,264,0.21,0.1,0.21
jakarta.xml.bind:jakarta.xml.bind-api,org.apache.commons:commons-csv,9,114,130,0.08,0.07,0.08
jakarta.xml.bind:jakarta.xml.bind-api,org.mockito:mockito-all,10,114,368,0.09,0.03,0.09
junit:junit,org.mockito:mockito-all,311,2280,368,0.14,0.85,0.85
org.apache.logging.log4j:log4j-core,org.springframework:spring-orm,26,387,126,0.07,0.21,0.21
commons-lang:commons-lang,org.springframework:spring-test,95,441,339,0.22,0.28,0.28
org.junit.jupiter:junit-jupiter-engine,org.slf4j:log4j-over-slf4j,19,334,122,0.06,0.16,0.16
org.junit.jupiter:junit-jupiter-engine,org.springframework:spring-expression,18,334,115,0.05,0.16,0.16
mysql:mysql-connector-java,org.codehaus.groovy:groovy-all,42,537,117,0.08,0.36,0.36
mysql:mysql-connector-java,org.jsoup:jsoup,67,537,232,0.12,0.29,0.29
org.apache.curator:curator-recipes,org.springframework:spring-context,49,131,435,0.37,0.11,0.37
com.google.code.gson:gson,javax.mail:mail,65,666,157,0.1,0.41,0.41
org.apache.httpcomponents:httpcore,org.slf4j:slf4j-jdk14,21,267,107,0.08,0.2,0.2
org.apache.httpcomponents:httpcore,org.testcontainers:testcontainers,33,267,116,0.12,0.28,0.28
com.alibaba:druid,org.jsoup:jsoup,15,148,232,0.1,0.06,0.1
com.google.guava:guava,org.apache.commons:commons-compress,153,1193,239,0.13,0.64,0.64
com.google.protobuf:protobuf-java,org.springframework:spring-tx,15,268,172,0.06,0.09,0.09
javax.activation:activation,org.eclipse.jetty:jetty-server,21,107,267,0.2,0.08,0.2
javax.activation:activation,org.apache.commons:commons-math3,21,107,180,0.2,0.12,0.2
commons-fileupload:commons-fileupload,org.jsoup:jsoup,47,240,232,0.2,0.2,0.2
io.springfox:springfox-swagger-ui,org.json:json,12,130,228,0.09,0.05,0.09
org.freemarker:freemarker,org.testcontainers:testcontainers,7,153,116,0.05,0.06,0.06
org.apache.poi:poi-ooxml,org.javassist:javassist,27,145,227,0.19,0.12,0.19
org.apache.commons:commons-collections4,org.eclipse.jetty:jetty-server,49,233,267,0.21,0.18,0.21
io.netty:netty-all,org.hibernate.validator:hibernate-validator,17,226,102,0.08,0.17,0.17
